Date,Minimum temperature (°C),Maximum temperature (°C),Mean Temperature (°C),Rainfall (mm),Evaporation (mm),Sunshine (hours),Speed of maximum wind gust (km/h)
2021/04/28,0.23529411764705885,0.21212121212121202,0.1912144702842377,0.00881057268722467,0.22058823529411764,0.6934306569343066,0.11475409836065574
2021/03/05,0.6417112299465241,0.25378787878787873,0.4160206718346253,0.030837004405286344,0.3235294117647059,0.26277372262773724,0.32786885245901637
2021/06/19,0.3262032085561497,0.18560606060606052,0.21705426356589141,0.04845814977973569,0.11764705882352942,0.29197080291970806,0.21311475409836064
2021/07/29,0.19786096256684493,0.15530303030303028,0.13436692506459955,0.01762114537444934,0.25,0.5693430656934306,0.4262295081967213
2021/03/21,0.732620320855615,0.39393939393939387,0.5555555555555555,0.02643171806167401,0.22058823529411764,0.0,0.03278688524590164
2021/05/07,0.40106951871657753,0.3863636363636363,0.39018087855297157,0.004405286343612335,0.17647058823529413,0.26277372262773724,0.0
2021/04/04,0.6524064171122994,0.49999999999999994,0.5891472868217055,0.0,0.6323529411764706,0.7372262773722628,0.32786885245901637
2021/07/14,0.3636363636363637,0.09848484848484847,0.17571059431524558,0.04845814977973569,0.22058823529411764,0.03649635036496351,0.47540983606557374
2021/05/22,0.03208556149732621,0.29924242424242414,0.15245478036175714,0.0,0.22058823529411764,0.6788321167883212,0.32786885245901637
2021/04/06,0.5240641711229947,0.33712121212121204,0.4160206718346253,0.0,0.29411764705882354,0.3211678832116789,0.18032786885245902
2021/05/25,0.40641711229946526,0.36363636363636354,0.3772609819121447,0.0,0.4117647058823529,0.23357664233576644,0.6885245901639344
2021/11/27,0.44919786096256686,0.39015151515151514,0.4160206718346253,0.0,0.4264705882352941,0.9343065693430658,0.5081967213114754
2021/12/19,0.6524064171122994,0.44696969696969696,0.5529715762273901,0.0,0.6323529411764706,0.30656934306569344,0.819672131147541
2021/10/15,0.3368983957219252,0.2196969696969697,0.24547803617571068,0.013215859030837005,0.338235294117647,0.36496350364963503,0.47540983606557374
2021/12/29,0.47593582887700536,0.42045454545454536,0.4496124031007751,0.0,0.5882352941176471,1.0,0.2459016393442623
2021/04/26,0.42245989304812837,0.2499999999999999,0.3074935400516795,0.02643171806167401,0.16176470588235295,0.05839416058394161,0.08196721311475409
2021/07/27,0.37967914438502676,0.2196969696969697,0.2661498708010337,0.0,0.25,0.31386861313868614,0.8524590163934426
2022/03/05,0.7647058823529412,0.4128787878787878,0.5839793281653747,0.8325991189427312,0.7352941176470589,0.10948905109489052,0.36065573770491804
2021/05/27,0.3636363636363637,0.1401515151515151,0.20413436692506465,0.00881057268722467,0.11764705882352942,0.043795620437956206,0.29508196721311475
2021/09/27,0.1122994652406417,0.3068181818181817,0.1963824289405685,0.0,0.27941176470588236,0.8175182481751825,0.45901639344262296
2022/02/28,0.8502673796791443,0.4772727272727271,0.669250645994832,0.0,0.35294117647058826,0.27007299270072993,0.18032786885245902
2021/12/09,0.4919786096256684,0.24242424242424235,0.33591731266149866,0.039647577092511016,0.36764705882352944,0.014598540145985403,0.45901639344262296
2021/08/08,0.1497326203208556,0.1931818181818181,0.13695090439276486,0.013215859030837005,0.08823529411764706,0.40145985401459855,0.03278688524590164
2021/10/19,0.3315508021390374,0.1931818181818181,0.22480620155038755,0.01762114537444934,0.1911764705882353,0.36496350364963503,0.32786885245901637
2021/10/06,0.2780748663101604,0.39015151515151514,0.33333333333333337,0.004405286343612335,0.3235294117647059,0.6277372262773723,0.39344262295081966
2021/12/01,0.8288770053475936,0.7992424242424241,0.8785529715762274,0.0,0.8382352941176471,0.3795620437956205,0.45901639344262296
2021/10/18,0.36898395721925137,0.21212121212121202,0.25581395348837205,0.0,0.14705882352941177,0.06569343065693431,0.32786885245901637
2021/05/09,0.42780748663101603,0.34848484848484845,0.3772609819121447,0.00881057268722467,0.0,0.5182481751824818,0.21311475409836064
2021/08/28,0.1229946524064171,0.2462121212121212,0.1602067183462533,0.0,0.11764705882352942,0.7007299270072993,0.39344262295081966
2021/05/10,0.4652406417112299,0.21212121212121202,0.3023255813953488,0.004405286343612335,0.27941176470588236,0.03649635036496351,0.4262295081967213
